TEMP,pH,Conc
20.3,3,0.0663
27.08,7,6.40505
32.84,6,11.63144
32.67,7,7.78117
28.21,6.5,7.81935
40.28,7,9.50696
32.17,6.5,8.92138
39.94,3,3.18412
27.84,6,9.79336
38.22,4.5,5.10388
33.69,6.5,9.39866
38.04,3,2.99792
30.74,3,2.28252
24.38,3,0.96798
31.17,8,6.62687
26.56,7,6.26954
20.66,6,7.61064
49.85,6,16.1072
30.69,3,2.27762
48.85,6,15.9552
32.17,6,11.35272
40.58,5,11.27002
27.85,7,6.60571
38.72,4.5,5.13088
47.31,6.5,12.09638
40.78,5,11.28382
24.32,4.5,4.55208
38.12,8,8.09332
21.74,6,7.93896
26.33,6.5,7.37755
48.4,2,2.9892
23.79,3,0.83759
38.03,5,10.96011
44.62,2,2.75106
39.99,5,11.22863
28.27,6.5,7.83345
32.8,2,1.7544
40.88,7,9.58616
34.07,4.5,4.87978
34.69,2,1.93962
36.96,8,7.84856
33.12,3,2.51576
28.22,7,6.70213
30.34,5,9.90658
47.47,6,15.74544
44.1,4.5,5.5813
49.81,2,3.07803
40.13,7,9.48716
39.78,2,2.43844
47.44,4.5,5.89192
24,8,4.406
39.45,3,3.1361
39.14,7,9.27186
21.23,6,7.78392
49.94,7,10.78208
30.18,2,1.49764
40.98,3,3.30074
29.13,4.5,4.64347
25.45,2,0.8066
25.87,3,1.29727
25.26,6,9.00904
48.24,4.5,5.96632
29.34,2,1.38232
45.34,3,3.79342
46.48,4.5,5.80264
35.34,8,7.50674
47.96,6,15.81992
49.93,6,16.11936
34.29,6.5,9.58706
46.97,4.5,5.84821
22.95,4.5,4.52605
40.35,6,14.6632
32.49,6.5,9.02186
41.78,7,9.70496
26.36,5,8.46588
43.76,6.5,11.74848
41.16,6.5,11.49368
44.49,6.5,11.82002
41.87,2,2.57781
47.22,6.5,12.08756
41.13,4.5,5.30509
47.33,4.5,5.88169
23.74,7,5.53464
45.83,6.5,11.95134
47.94,8,9.65718
46.36,2,2.86068
41.88,4.5,5.37484
44.42,3,3.68946
24.05,4.5,4.54695
22.7,4.5,4.5213
34.45,2,1.9161
21.91,8,3.71839
43.3,2,2.6679
26.4,4.5,4.5916
26.19,5,8.40077
28.6,4.5,4.6334
29.09,6,10.17336
34.68,7,8.24427
37.65,7,8.92856
42.83,3,3.50979
40.82,7,9.57824
23.1,6,8.3524
48.23,4.5,5.96539
37.56,5,10.89572
37.58,6,13.60328
27.22,4.5,4.60718
36.24,2,2.09152
37.39,6.5,10.56046
28.77,5,9.38891
28.79,7,6.85067
20.86,5,6.35938
37.05,6.5,10.4537
38.58,7,9.14283
44.35,2,2.73405
49.8,8,9.9306
36.34,3,2.83132
28.07,6.5,7.78645
34.11,6,12.15976
24.87,6,8.89048
29.19,8,6.11351
34.47,6,12.30952
33.27,7,7.91941
42.4,7,9.7868
34.01,6.5,9.49914
22.18,4.5,4.51142
27.06,6,9.55624
41.95,6,14.9064
27.42,3,1.63982
20.41,3,0.09061
35.24,7,8.3733
27.99,6,9.83896
48.09,8,9.67923
25.57,6,9.10328
24.93,4.5,4.56367
26.54,3,1.44534
37.55,3,2.9499
20.31,3,0.06851
35.07,4.5,4.93378
33.78,7,8.03691
49.92,8,9.94824
35.81,6.5,10.06434
27.6,4.5,4.6144
40.69,6,14.71488
30.59,5,9.94083
48.43,2,2.99109
41.88,6,14.89576
35.23,3,2.72254
37.36,3,2.93128
29.7,4.5,4.6543
22.98,4.5,4.52662
45.93,7,10.25276
44.06,7,10.00592
42.64,5,11.41216
20.88,8,3.37952
38.96,7,9.23038
40.6,6.5,11.4388
31.16,8,6.62476
30.08,6.5,8.26512
43.94,7,9.99008
37.28,3,2.92344
30.94,3,2.30212
35.84,6,12.87944
28.76,8,5.97204
21.26,6.5,6.1861
39.15,5,11.11355
21.1,4.5,4.4909
34.95,8,7.42445
35.9,4.5,4.9786
40.34,5,11.25346
43.81,6.5,11.75338
27.73,3,1.70833
36.81,2,2.14738
24.15,5,7.61945
42.23,6.5,11.59854
49.7,6,16.0844
40.29,2,2.47827
21.05,4.5,4.48995
25.21,8,4.80409
45.7,2,2.8191
47.16,7,10.41512
45.65,3,3.82845
48.67,7,10.61444
48.55,2,2.99865
49.31,6,16.02512
27.22,5,8.79526
25.98,3,1.32158
29.26,7,6.97316
45.29,6,15.41408
33,5,10.271
48.25,8,9.70275
30.65,6.5,8.4441
43.41,2,2.67483
29.04,4.5,4.64176
43.98,8,9.07506
36.63,8,7.77893
48.21,4.5,5.96353
40.89,8,8.62083
21.69,6,7.92376
38.44,8,8.16084
47.83,3,4.07479
45.09,6,15.38368
42.76,8,8.89572
41.34,5,11.32246
47.08,5,11.71852
26.7,2,0.9916
25.59,3,1.23539
30.25,3,2.2345
44.74,6,15.33048
30.38,3,2.24724
24.37,4.5,4.55303
23.09,2,0.45732
26.16,8,5.11664
38.31,2,2.29438
40.59,3,3.25667
48.69,7,10.61708
28.73,7,6.83504
42.2,6.5,11.5956
41.5,4.5,5.3395
21.83,7,5.0369
41.88,8,8.76636
33.27,3,2.53046
41.46,2,2.55198
20.46,6,7.54984
29.08,5,9.50764
27.2,4.5,4.6068
40.95,7,9.5954
21.79,8,3.67891
35.76,5,10.64912
31.23,4.5,4.72642
41.91,6.5,11.56718
26.8,2,1.0064
40.99,3,3.30187
42.72,8,8.88984
28.32,2,1.23136
43.46,6,15.13592
24.59,8,4.60011
40.35,7,9.5162
32.39,7,7.71666
42.25,4.5,5.40925
38.83,6,14.12328
37.25,4.5,5.0515
44.27,3,3.67251
48.98,6,15.97496
28.59,6,10.02136
27.96,5,9.07868
24.16,3,0.91936
40.29,4.5,5.22697
39.8,3,3.1704
43.94,6,15.20888
34.86,2,1.95628
21.04,2,0.15392
39.36,8,8.35496
22.31,6,8.11224
35.59,4.5,4.96186
30.24,5,9.89288
47.76,5,11.76544
41.69,5,11.34661
24.31,2,0.63788
41.52,6,14.84104
23.73,6.5,6.76655
39.25,4.5,5.1595
34.42,4.5,4.89868
30.08,7,7.18443
47.42,6.5,12.10716
31.8,4.5,4.7572
45.35,5,11.59915
44.5,2,2.7435
33.27,4.5,4.83658
39.62,5,11.17794
39.4,8,8.3634
32.7,4.5,4.8058
46.36,4.5,5.79148
37.83,7,8.97003
37.85,8,8.03635
43.63,4.5,5.53759
37.1,7,8.80184
30.83,6,10.79528
34.36,2,1.90728
23.69,7,5.52161
20.8,6,7.6532
27.26,6.5,7.5961
31.13,7,7.42635
42,7,9.734
20.37,8,3.21173
26.38,4.5,4.59122
47.79,4.5,5.92447
30.57,6.5,8.41898
34.61,5,10.49157
24.72,3,1.04312
35.22,7,8.36869
45.04,8,9.23088
48.98,8,9.81006
43.01,2,2.64963
32.91,6,11.66056
32.83,6,11.62728
43.88,3,3.62844
43.03,6.5,11.67694
31.07,2,1.58486
41.87,8,8.76489
30.57,4.5,4.69078
22.23,3,0.49283
22.07,2,0.30636
36.81,6,13.28296
29.22,6.5,8.0567
35.03,5,10.54911
24.32,3,0.95472
45.27,6,15.41104
32.26,2,1.70148
23.54,7,5.48252
36.52,2,2.11896
39.5,2,2.411
36.96,7,8.76958
34.87,3,2.68726
38.91,2,2.35318
33.09,2,1.78282
48.59,4.5,5.99887
22.46,7,5.20108
20.52,7,4.69551
22.89,6.5,6.56915
21.66,3,0.36686
42.76,3,3.50188
21.48,2,0.21904
28.14,5,9.14762
31.28,7,7.46091
35.48,4.5,4.95592
25.02,3,1.10942
26.07,8,5.08703
26.83,4.5,4.59977
30.66,5,9.95042
46.06,4.5,5.76358
37.12,3,2.90776
31.84,6,11.21544
42.91,3,3.51883
39.83,3,3.17334
49,6.5,12.262
48.88,3,4.19344
38,5,10.956
33.57,6,11.93512
38.23,2,2.28654
32.25,5,10.16825
42.87,3,3.51431
30.66,8,6.51926
46.52,7,10.33064
39.5,3,3.141
32.68,5,10.22716
37.83,5,10.93271
38.32,6,13.91112
23.82,6.5,6.7877
35.64,7,8.46546
24.03,3,0.89063
35.7,8,7.5827
32.41,7,7.72126
47.02,7,10.39664
21.17,4.5,4.49223
26.68,8,5.28772
20.51,7,4.69291
49.04,6,15.98408
29.6,8,6.2484
39.16,8,8.31276
30.82,3,2.29036
49.26,3,4.23638
48.81,7,10.63292
21.58,5,6.63514
47.51,8,9.59397
31.54,7,7.52082
32.69,5,10.22853
21.2,6.5,6.172
24.54,6.5,6.9569
32.52,8,6.91172
34.72,3,2.67256
24.22,6.5,6.8817
26.95,5,8.69185
27.51,6.5,7.65485
43.32,6,15.11464
32.75,3,2.4795
39.49,4.5,5.17246
39.3,6,14.3188
20.98,2,0.14504
33.74,3,2.57652
29.17,7,6.9497
30.53,7,7.28811
38.82,6,14.11912
46.86,6,15.65272
40.62,8,8.58114
42.12,6.5,11.58776
43.12,7,9.88184
27.31,5,8.82973
23.76,6,8.55304
42.84,8,8.90748
42.4,5,11.3956
21.06,6.5,6.1391
26.04,5,8.34332
48.73,7,10.62236
48.85,3,4.19005
40.38,4.5,5.23534
45.31,8,9.27057
48.21,7,10.55372
23.25,7,5.40695
30.95,3,2.3031
48.78,5,11.83582
28.91,7,6.88195
40.77,5,11.28313
21.52,6.5,6.2472
47.93,3,4.08609
31.74,4.5,4.75396
41.45,2,2.55135
36.36,2,2.10328
36.62,4.5,5.01748
27.12,8,5.43248
37.52,4.5,5.06608
48.44,3,4.14372
46.57,3,3.93241
23.15,2,0.4662
22.9,4.5,4.5251
28.88,5,9.43104
32.09,7,7.64754
43.11,6.5,11.68478
26.84,8,5.34036
45.64,5,11.61916
20.96,6,7.70184
46.5,6.5,12.017
28.04,6.5,7.7794
38.3,2,2.2934
46.43,7,10.31876
39.64,4.5,5.18056
32,6,11.282
46.93,2,2.89659
44.27,6.5,11.79846
31.47,5,10.06139
27.06,4.5,4.60414
31.66,4.5,4.74964
23.06,6.5,6.6091
43.83,6.5,11.75534
24.92,3,1.08732
45.18,7,10.15376
28.2,8,5.7878
28.51,3,1.88071
25.05,8,4.75145
20.46,8,3.24134
33.28,4.5,4.83712
47.85,6.5,12.1493
38.39,5,11.00943
35.03,6.5,9.81942
22.16,6.5,6.3976
33.66,3,2.56868
34.21,2,1.89258
40.54,6,14.69208
47.14,8,9.53958
26.38,3,1.40998
49.99,5,11.91931
32.29,3,2.43442
26.58,8,5.25482
37.63,3,2.95774
44.27,6,15.25904
24.68,6.5,6.9898
40.57,4.5,5.25301
27.9,4.5,4.6201
26.77,2,1.00196
29.17,8,6.10693
31.07,4.5,4.71778
34.81,8,7.39491
34.98,8,7.43078
29.7,6,10.3588
31.21,8,6.63531
21.03,8,3.42887
44.94,7,10.12208
32.55,6.5,9.0407
26.57,6,9.40728
33.2,3,2.5236
20.19,5,6.10277
42.97,6.5,11.67106
28.79,5,9.39657
31.37,3,2.34426
25.75,3,1.27075
32.23,6,11.37768
33.94,2,1.86612
20.09,6.5,5.91115
25.28,4.5,4.57032
32.94,3,2.49812
37.38,2,2.20324
45.35,6,15.4232
46.77,4.5,5.82961
34.84,6.5,9.75976
41.41,4.5,5.33113
35.86,4.5,4.97644
27.48,8,5.55092
30.18,4.5,4.66972
26.37,4.5,4.59103
22.79,8,4.00791
44.02,5,11.50738
47.43,4.5,5.89099
43.26,4.5,5.50318
41.88,5,11.35972
20.04,3,0.00884
38.27,4.5,5.10658
30.66,7,7.31806
47.56,6.5,12.12088
27.25,6.5,7.59375
38.74,5,11.05738
38.98,5,11.09026
34.11,4.5,4.88194
22.14,3,0.47294
37.61,2,2.22578
25.89,6,9.20056
37.34,2,2.19932
29.71,2,1.43708
22.86,8,4.03094
27.83,3,1.73043
26.86,8,5.34694
32.27,4.5,4.78258
49.39,8,9.87033
22.1,2,0.3108
45.62,3,3.82506
30.43,8,6.47073
47.51,7,10.46132
34.21,5,10.43677
22.94,6.5,6.5809
30.7,6.5,8.4598
45.36,6,15.42472
30.18,8,6.41798
44.6,8,9.1662
20.57,2,0.08436
22.61,7,5.24017
43.72,8,9.03684
24.59,6,8.80536
21.08,7,4.84145
25.42,4.5,4.57298
29.24,7,6.96794
30.75,6,10.762
36.57,4.5,5.01478
39.32,3,3.12336
21.79,6.5,6.31065
38.53,3,3.04594
42.76,6.5,11.65048
48.03,3,4.09739
26.78,8,5.32062
30.46,2,1.52508
30.66,3,2.27468
34.61,4.5,4.90894
38.2,4.5,5.1028
21.45,6,7.8508
36.95,7,8.76728
46.04,8,9.37788
31.57,7,7.52773
30.88,4.5,4.70752
36.11,4.5,4.98994
26.93,5,8.68419
47.39,2,2.92557
38.78,3,3.07044
22.5,6.5,6.4775
21.05,2,0.1554
33.96,4.5,4.87384
42.83,2,2.63829
41.46,5,11.33074
30.99,6.5,8.55086
32.37,7,7.71205
49.04,2,3.02952
39.83,6,14.53928
38.96,5,11.08752
45.94,2,2.83422
36.19,6.5,10.18366
25.56,4.5,4.57564
45.79,3,3.84427
40.59,7,9.54788
44.13,6,15.23776
39.64,6,14.46024
41.49,8,8.70903
42.48,6,14.98696
36.54,6.5,10.29356
28.83,3,1.95143
47.53,4.5,5.90029
31.82,6.5,8.81148
35.37,8,7.51307
32.85,3,2.4893
20.07,3,0.01547
47.26,6,15.71352
33.31,5,10.31347
22.07,3,0.45747
48.91,7,10.64612
39.94,6.5,11.36116
21.01,8,3.42229
35.69,3,2.76762
48.52,8,9.74244
38.35,8,8.14185
47.17,3,4.00021
38.72,3,3.06456
46.02,8,9.37494
31.01,4.5,4.71454
29.76,6,10.37704
35.99,6.5,10.12086
26.93,7,6.36596
38.02,6,13.78632
23.83,4.5,4.54277
21.62,6,7.90248
31.76,4.5,4.75504
25.51,8,4.90279
40.2,7,9.4964
31.47,6.5,8.70158
37.14,4.5,5.04556
35.96,8,7.63756
20.12,8,3.12948
30.19,8,6.42009
24.36,7,5.69622
29.3,6.5,8.0755
32.42,6.5,8.99988
23,2,0.444
24.22,7,5.65973
42.71,5,11.41699
30.96,5,9.99152
34.21,6,12.20136
27.99,4.5,4.62181
33.02,6,11.70632
35.72,5,10.64364
24.76,6.5,7.0086
44.21,7,10.02572
24.5,8,4.5705
27.17,6.5,7.57495
45.05,6,15.3776
25.14,2,0.76072
49.13,6.5,12.27474
20,3,0
45.83,6,15.49616
30.3,2,1.5094
36.27,8,7.70297
30.47,2,1.52606
35.84,7,8.51154
26.14,7,6.16008
43.49,5,11.47081
23.87,2,0.57276
47.41,6,15.73632
37.2,7,8.82488
27.38,6,9.65352
26.67,8,5.28443
47.05,4.5,5.85565
22.84,8,4.02436
40.48,6,14.68296
25.77,3,1.27517
22.86,2,0.42328
49.21,2,3.04023
44.5,6,15.294
29.34,4.5,4.64746
20.38,8,3.21502
24.45,8,4.55405
31.39,3,2.34622
23.89,6,8.59256
49.12,3,4.22056
23.82,5,7.49306
28.82,2,1.30536
45.93,8,9.36171
27.12,5,8.75696
43.59,6.5,11.73182
32.78,5,10.24086
24.67,7,5.777
31.08,8,6.60788
29.03,2,1.33644
46.53,6,15.60256
25.93,6.5,7.28355
42.24,6.5,11.59952
31.75,7,7.5692
23.57,2,0.52836
30.38,8,6.46018
48.18,6,15.85336
27.68,4.5,4.61592
34.3,6,12.2388
27.24,3,1.60004
25.67,4.5,4.57773
32.3,4.5,4.7842
44.34,2,2.73342
45.97,3,3.86461
27.4,3,1.6354
22.24,7,5.14374
30.82,8,6.55302
39.23,5,11.12451
33.43,6,11.87688
44.25,6,15.256
40.35,8,8.54145
32.48,5,10.19976
34.45,3,2.6461
30.16,2,1.49568
47.36,4.5,5.88448
43.89,6,15.20128
27.09,2,1.04932
42.1,6.5,11.5858
40.97,2,2.52111
25.45,5,8.11735
20.92,7,4.79975
30.61,5,9.94357
39.48,7,9.35019
45.52,6,15.44904
44.49,5,11.53981
48.83,8,9.78801
26.98,4.5,4.60262
36.34,7,8.62674
43.31,8,8.97657
44.64,8,9.17208
37.65,4.5,5.0731
44.41,5,11.53429
49.96,4.5,6.12628
35.94,3,2.79212
35.09,6.5,9.83826
29.11,2,1.34828
46.64,7,10.34648
37.78,7,8.95851
23.49,6.5,6.71015
37.07,7,8.79493
31.95,2,1.6711
25.09,2,0.75332
31.39,8,6.67329
39.76,7,9.4147
23.79,7,5.54767
25.28,2,0.78144
44.28,6.5,11.79944
23.99,6,8.62296
33.95,3,2.5971
30.48,8,6.48128
46.25,4.5,5.78125
20.12,6.5,5.9182
49.04,6.5,12.26592
24.02,2,0.59496
35.6,7,8.45624
42.28,6,14.95656
37.31,6,13.49096
48.63,6.5,12.22574
39.72,8,8.43092
21.73,7,5.01084
33.29,7,7.92402
25.83,7,6.0793
24.42,6.5,6.9287
29.31,8,6.15299
31.97,2,1.67306
34.47,4.5,4.90138
39.81,5,11.20397
47.11,6,15.69072
20.74,2,0.10952
36.75,5,10.78475
45.34,6,15.42168
41.19,5,11.31211
32.1,7,7.64984
21,8,3.419
38.6,2,2.3228
47.29,8,9.56163
43.55,7,9.9386
20.69,8,3.31701
34.02,6.5,9.50228
36.49,8,7.74939
27.98,6,9.83592
42.65,7,9.8198
33.32,7,7.93093
31.69,3,2.37562
29.58,7,7.05655
41,8,8.637
24.39,3,0.97019
37.54,2,2.21892
24.35,7,5.69361
35.33,3,2.73234
36.42,7,8.64517
39.62,8,8.40982
27.28,4.5,4.60832
35.72,3,2.77056
33.2,6,11.7812
35.44,6.5,9.94816
25.31,4.5,4.57089
41.13,6.5,11.49074
46.31,3,3.90303
42.21,5,11.38249
24.48,3,0.99008
27.04,7,6.39462
20.45,5,6.20235
27.39,6.5,7.62665
25.92,4.5,4.58248
37.79,5,10.92723
28.7,4.5,4.6353
43.28,8,8.97216
49.03,6,15.98256
26.7,5,8.5961
47.95,2,2.96085
37.47,4.5,5.06338
24.05,2,0.5994
45.14,4.5,5.67802
44.64,7,10.08248
41.57,4.5,5.34601
37.72,4.5,5.07688
45.26,2,2.79138
33.81,5,10.38197
20.96,3,0.21216
38.88,3,3.08024
20.34,2,0.05032
21.91,5,6.76153
49.19,6,16.00688
24.08,6.5,6.8488
35.95,3,2.7931
28.38,4.5,4.62922
23.73,3,0.82433
23.38,8,4.20202
29.93,5,9.83319
47.29,7,10.43228
22.9,6,8.2916
33.64,7,8.00466
39.24,2,2.38552
23.31,8,4.17899
32.01,2,1.67698
26.19,8,5.12651
49.92,5,11.91448
20.11,4.5,4.47209
38.76,8,8.22836
25.77,7,6.06366
48.77,6,15.94304
33.99,6.5,9.49286
29.46,8,6.20234
30.48,6,10.64968
35.04,7,8.32722
20.52,5,6.22916
49.6,6,16.0692
43.43,6,15.13136
49.72,3,4.28836
49.95,7,10.7834
23.29,3,0.72709
23.45,2,0.5106
45.64,6.5,11.93272
23.93,4.5,4.54467
31.92,3,2.39816
47.65,7,10.4798
33.8,6,12.0308
50,8,9.96
35.18,5,10.56966
33.65,2,1.8377
30.35,6.5,8.3499
44.28,7,10.03496
47.63,2,2.94069
49.73,3,4.28949
40.21,5,11.24449
20.07,5,6.05681
26.38,6.5,7.3893
21.53,5,6.61599
22.58,3,0.57018
25.37,6.5,7.15195
31.61,4.5,4.74694
35.32,6,12.66312
48.55,7,10.5986
27.23,6,9.60792
30.37,6.5,8.35618
46.24,5,11.66056
24.12,8,4.44548
39.13,4.5,5.15302
33.83,3,2.58534
28.91,5,9.44253
47.21,4.5,5.87053
41.23,6.5,11.50054
22.59,8,3.94211
23.95,4.5,4.54505
24.63,6,8.81752
27.26,4.5,4.60794
26.04,2,0.89392
36.9,6,13.3204
49.56,6.5,12.31688
48.87,3,4.19231
45.45,3,3.80585
40.64,4.5,5.25952
39.37,4.5,5.16598
40.19,4.5,5.21767
31.1,4.5,4.7194
44.95,3,3.74935
45.67,6.5,11.93566
45.18,8,9.25146
33.48,7,7.96779
44.22,6.5,11.79356
44.58,6.5,11.82884
42.03,8,8.78841
48.93,4.5,6.03049
20.4,5,6.1832
35.54,2,2.02292
33.68,8,7.15648
45.01,4.5,5.66593
22.99,3,0.66079
27.28,5,8.81824
34.48,8,7.32528
47.57,7,10.46924
33.95,6,12.0932
30.54,7,7.29042
31.83,6,11.21128
49.65,4.5,6.09745
26.3,6,9.3252
31.23,3,2.33054
40.83,2,2.51229
22.07,6,8.03928
25.96,8,5.05084
48.72,7,10.62104
35.51,7,8.4355
27.45,6,9.6748
47.75,6,15.788
46.95,6.5,12.0611
21.99,6.5,6.35765
44.6,4.5,5.6278
28.77,7,6.84546
42.06,5,11.37214
20.22,4.5,4.47418
40.92,2,2.51796
38.59,6,14.02344
49.69,6.5,12.32962
48.51,8,9.74097
24.82,3,1.06522
28.61,4.5,4.63359
48.22,6,15.85944
31.78,6,11.19048
39.02,7,9.24421
39.64,7,9.38706
45.86,7,10.24352
43.13,5,11.44597
39.07,2,2.36886
40.93,5,11.29417
47.26,2,2.91738
21.94,8,3.72826
29.32,7,6.98879
31.27,6,10.97832
30.35,2,1.5143
31.58,6,11.10728
24,4.5,4.546
43.04,4.5,5.48272
21.59,6,7.89336
20.02,8,3.09658
36.91,6.5,10.40974
40.6,7,9.5492
40.49,3,3.24537
25.89,3,1.30169
24.93,6.5,7.04855
46.89,7,10.37948
33.07,6,11.72712
22.14,7,5.11768
31.04,3,2.31192
24.6,2,0.6808
48.81,2,3.01503
42.62,3,3.48606
22.73,6.5,6.53155
45.45,6.5,11.9141
24.63,5,7.80329
24.7,6.5,6.9945
39.99,7,9.4677
41.12,8,8.65464
40.05,4.5,5.20465
43.28,4.5,5.50504
22.82,2,0.41736
48.56,2,2.99928
32.53,5,10.20661
43.31,7,9.90692
42.3,7,9.7736
21.79,4.5,4.50401
27.68,7,6.56141
44.71,6,15.32592
25.88,4.5,4.58172
24.97,3,1.09837
41.86,5,11.35834
31.36,6.5,8.66704
24.28,4.5,4.55132
39.28,2,2.38944
27.33,3,1.61993
39.31,6,14.32296
23.52,4.5,4.53688
21.08,3,0.23868
34.72,6.5,9.72208
22.08,2,0.30784
27.64,7,6.55098
41.79,8,8.75313
34.26,7,8.1475
33.75,4.5,4.8625
49.56,4.5,6.08908
40.38,6,14.66776
30.19,6.5,8.29966
45.7,6.5,11.9386
36.38,2,2.10524
43.39,7,9.91748
24.82,6.5,7.0227
26.54,8,5.24166
47.54,3,4.04202
41.66,8,8.73402
46.21,3,3.89173
43.03,4.5,5.48179
47.62,3,4.05106
28.03,2,1.18844
37.91,8,8.04901
28.75,8,5.96875
49.82,4.5,6.11326
32.99,3,2.50302
40.54,3,3.25102
38.77,7,9.18661
22.54,8,3.92566
42.84,6.5,11.65832
49.58,7,10.73456
26.06,2,0.89688
45.66,4.5,5.72638
42.77,5,11.42113
20.98,5,6.40534
29.11,6.5,8.03085
23.34,7,5.4304
33.5,4.5,4.849
31.92,6,11.24872
25.56,8,4.91924
48.45,2,2.99235
39.59,3,3.14982
45.99,6.5,11.96702
39.93,6.5,11.35802
25.85,3,1.29285
21.51,3,0.33371
41.84,7,9.71288
22.84,6.5,6.5574
37.64,6.5,10.63896
25.5,7,5.9933
32,4.5,4.768
44.84,3,3.73692
21.81,5,6.72323
23.47,4.5,4.53593
21.94,5,6.77302
29.45,6.5,8.11075
44.48,6,15.29096
39.31,8,8.34441
27.63,7,6.54838
48.8,4.5,6.0184
27.35,5,8.84505
35.26,6.5,9.89164
24.28,7,5.67537
23.8,2,0.5624
22.78,5,7.09474
42.73,7,9.83036
27.56,4.5,4.61364
27.37,2,1.09076
20.32,3,0.07072
30.98,2,1.57604
41.98,4.5,5.38414
35.73,7,8.48619
45.11,2,2.78193
40.72,8,8.59584
35.71,8,7.58481
49.92,6,16.11784
42.88,5,11.42872
22.56,2,0.37888
26.1,3,1.3481
24.12,6.5,6.8582
32.84,4.5,4.81336
49.2,5,11.8648
43.18,2,2.66034
24.17,6,8.67768
35.06,8,7.44766
29.24,5,9.56892
36.21,6.5,10.18994
36.53,6,13.16648
35.39,7,8.40786
41.66,6,14.86232
22.43,4.5,4.51617
31.73,4.5,4.75342
43.43,5,11.46667
25.4,3,1.1934
21.1,2,0.1628
30.76,5,9.96412
31.58,4.5,4.74532
22.85,6.5,6.55975
26.62,8,5.26798
46.94,7,10.38608
39.68,2,2.42864
28.87,8,6.00823
43.19,5,11.45011
22.55,6.5,6.48925
45.56,3,3.81828
30.29,2,1.50842
25.6,3,1.2376
29.51,4.5,4.65069
44.31,3,3.67703
29.37,3,2.07077
33.83,8,7.18813
21.35,5,6.54705
41.97,4.5,5.38321
37.2,2,2.1856
45.14,2,2.78382
42.74,5,11.41906
29.87,7,7.13212
34.81,3,2.68138
42.61,5,11.41009
25.6,6.5,7.206
26.6,6.5,7.441
27.64,2,1.13072
36.06,3,2.80388
44.18,4.5,5.58874
36.33,5,10.72721
32.76,5,10.23812
48.89,5,11.84341
37.79,3,2.97342
30.06,6.5,8.25884
36.58,5,10.76146
46.31,4.5,5.78683
32.72,2,1.74656
28.98,2,1.32904
41.18,5,11.31142
41.26,8,8.67522
38,4.5,5.092
27.51,3,1.65971
30.62,4.5,4.69348
47.99,2,2.96337
36.11,6,12.99176
40.24,8,8.52528
26.3,2,0.9324
48.3,5,11.8027
23.22,4.5,4.53118
24.85,8,4.68565
38.05,3,2.9989
44.25,8,9.11475
24.46,5,7.73818
24.71,8,4.63959
49.52,4.5,6.08536
32.3,7,7.69592
39.02,5,11.09574
29.23,5,9.56509
39.33,8,8.34863
35.77,6.5,10.05178
29.8,6.5,8.193
46.66,6.5,12.03268
44.38,5,11.53222
38.3,4.5,5.1082
47.95,6.5,12.1591
33.73,4.5,4.86142
47.16,6.5,12.08168
25.62,3,1.24202
47.29,4.5,5.87797
39.97,2,2.45706
29.59,8,6.24511
31.76,6,11.18216
30.21,6.5,8.30594
32.45,6.5,9.0093
31.59,6,11.11144
37.27,7,8.84101
24.94,7,5.84736
34.69,7,8.24658
33.08,6.5,9.20712
20,5,6.03
48.79,2,3.01377
21.32,4.5,4.49508
36.69,4.5,5.02126
22.46,4.5,4.51674
45.68,6.5,11.93664
25.56,6,9.10024
37.6,6.5,10.6264
32.47,3,2.45206
47.73,5,11.76337
38.37,2,2.30026
22.69,6,8.22776
40.9,4.5,5.2837
22.78,8,4.00462
41.8,2,2.5734
25.94,8,5.04426
34.95,4.5,4.9273
45.5,6,15.446
47.27,3,4.01151
34,5,10.408
34.53,8,7.33583
48.48,3,4.14824
28.24,8,5.80096
25.57,5,8.16331
22.98,2,0.44104
41.31,3,3.33803
22.54,7,5.22192
27.78,6,9.77512
43.83,6,15.19216
25.25,6.5,7.12375
38.79,2,2.34142
42.08,6.5,11.58384
36.83,6,13.29128
24.02,5,7.56966
37.63,7,8.92395
49.93,7,10.78076
33.61,3,2.56378
33.32,5,10.31484
34.99,7,8.3157
20.48,8,3.24792
36.07,6,12.97512
20.96,2,0.14208
41.17,3,3.32221
30.95,8,6.58045
37.99,6.5,10.74886
49.28,4.5,6.06304
20.12,5,6.07596
47.31,7,10.43492
41.85,7,9.7142
34.11,8,7.24721
26.72,6,9.45288
20.73,6,7.63192
30.43,5,9.91891
34.89,5,10.52993
36.2,4.5,4.9948
47.14,6,15.69528
38.95,5,11.08615
42.02,6.5,11.57796
27.54,8,5.57066
35.85,3,2.7833
32.31,5,10.17647
36.58,4.5,5.01532
37.79,6.5,10.68606
35.08,8,7.45188
46.83,7,10.37156
41.96,6.5,11.57208
35.41,6.5,9.93874
37.42,4.5,5.06068
23.46,4.5,4.53574
31.6,5,10.0792
35.87,6,12.89192
34.15,8,7.25565
45.71,3,3.83523
44.43,4.5,5.61199
33.52,6,11.91432
25.25,8,4.81725
34.06,5,10.41622
28.44,5,9.26252
20.69,5,6.29427
28.19,4.5,4.62561
34.7,5,10.5039
22.43,6.5,6.46105
27.44,6.5,7.6384
35.57,7,8.44933
26.79,6,9.47416
33.04,8,7.02144
43.02,8,8.93394
43.19,6.5,11.69262
